pfa_target,threshold,pd,empirical_pfa,target_count,background_count,max_false_alarms,false_alarms,detections,threshold_policy,asset,image_index,item_id,method,method_family,train_asset,test_asset
0.0001,0.9999986886978149,0.27586206896551724,7.632772070160441e-05,29,65507,6,5,13,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,17,simWind_test.mat#17,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0003,0.9999849796295166,0.4827586206896552,0.00029004533866609675,29,65507,19,19,33,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,17,simWind_test.mat#17,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.001,0.9973142743110657,0.7586206896551724,0.0009922603691208574,29,65507,65,65,87,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,17,simWind_test.mat#17,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.003,0.9685502648353577,0.7931034482758621,0.002992046651502893,29,65507,196,196,219,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,17,simWind_test.mat#17,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.01,0.7632131576538086,0.8620689655172413,0.009998931411910177,29,65507,655,655,680,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,17,simWind_test.mat#17,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
1e-05,0.9999995231628418,0.038461538461538464,0.0,52,65484,0,0,2,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,18,simWind_test.mat#18,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
3e-05,0.9999994039535522,0.07692307692307693,1.5270905870136215e-05,52,65484,1,1,5,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,18,simWind_test.mat#18,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0001,0.9999983310699463,0.23076923076923078,9.16254352208173e-05,52,65484,6,6,18,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,18,simWind_test.mat#18,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0003,0.999990701675415,0.3269230769230769,0.0002901472115325881,52,65484,19,19,36,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,18,simWind_test.mat#18,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.001,0.9995755553245544,0.6730769230769231,0.000992608881558854,52,65484,65,65,100,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,18,simWind_test.mat#18,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.003,0.9855993986129761,0.8653846153846154,0.0029930975505466986,52,65484,196,196,241,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,18,simWind_test.mat#18,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.01,0.9330087304115295,0.9230769230769231,0.009987172439069086,52,65484,654,654,702,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,18,simWind_test.mat#18,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
1e-05,0.9999996423721313,0.08333333333333333,0.0,24,65512,0,0,2,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,19,simWind_test.mat#19,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
3e-05,0.9999985694885254,0.16666666666666666,1.5264379045060447e-05,24,65512,1,1,5,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,19,simWind_test.mat#19,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0001,0.9999936819076538,0.3333333333333333,9.158627427036269e-05,24,65512,6,6,14,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,19,simWind_test.mat#19,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0003,0.9998797178268433,0.4166666666666667,0.0002900232018561485,24,65512,19,19,29,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,19,simWind_test.mat#19,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
